안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
PV-19315,01,99,본오동 922,경기도 안산시 상록구 오목로 54,경기도 안산시 상록구 본오동 922,37.29010455,126.863914,03,N,N,N,CCTV,2019,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-19316,01,99,본오동 923,경기도 안산시 상록구 오목로 46,경기도 안산시 상록구 본오동 923,37.29011846,126.8631467,03,N,N,N,CCTV,2019,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-1504,01,99,본오동 925-2,경기도 안산시 상록구 본오동 925-2,경기도 안산시 상록구 본오동 925-2,37.28926234,126.8624923,03,N,N,N,CCTV,2015,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-0062,01,99,본오동 925-2,경기도 안산시 상록구 본오동 925-2,경기도 안산시 상록구 본오동 925-2,37.28926234,126.8624923,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13066,01,99,본오동 926-9,경기도 안산시 상록구 선암로 39,경기도 안산시 상록구 본오동 926-9,37.28882107,126.8632592,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0316,01,99,본오동 929-5,경기도 안산시 상록구 오목로4안길 10,경기도 안산시 상록구 본오동 929-5,37.2897614,126.8621231,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-13091,01,99,본오동 932-8,경기도 안산시 상록구 선암로1길 2,경기도 안산시 상록구 본오동 932-8,37.29004131,126.8605413,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0218,01,99,본오동 936-4,경기도 안산시 상록구 오목로1길 12,경기도 안산시 상록구 본오동 936-4,37.2896084,126.8588301,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0321,01,99,본오동 940,경기도 안산시 상록구 본오동 940,경기도 안산시 상록구 본오동 940,37.28812224,126.8584911,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0322,01,99,본오동 945-3,경기도 안산시 상록구 이호로3길 10-14,경기도 안산시 상록구 본오동 945-3,37.28778971,126.8625572,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0121,01,99,본오동 947,경기도 안산시 상록구 이호로3길 18,경기도 안산시 상록구 본오동 947,37.28855891,126.8614451,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0341,01,99,본오동 948-19,경기도 안산시 상록구 샘골로 35,경기도 안산시 상록구 본오동 948-19,37.28725461,126.8636221,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-2014-17,01,99,본오동 950,경기도 안산시 상록구 본오동 950,경기도 안산시 상록구 본오동 950,37.28634351,126.8629037,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
기)PV-0015,01,99,본오동 957-15,경기도 안산시 상록구 고목로3길 32,경기도 안산시 상록구 본오동 957-15,37.28570213,126.8598899,03,N,N,N,CCTV,2009,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0323,01,99,본오동 958,경기도 안산시 상록구 고목로3길 44,경기도 안산시 상록구 본오동 958,37.28682309,126.8604896,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13092,01,99,본오동 959-1,경기도 안산시 상록구 충장로 68,경기도 안산시 상록구 본오동 959-1,37.28771524,126.8571201,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0324,01,99,본오동 961-2,경기도 안산시 상록구 동산고안길 19,경기도 안산시 상록구 본오동 961-2,37.2868693,126.8590339,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16162,01,99,월피동 434-23,경기도 안산시 상록구 부루지1길 72,경기도 안산시 상록구 월피동 434-23,37.33342019,126.8547215,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16141,01,99,양상동 213,경기도 안산시 상록구 오리물길 30,경기도 안산시 상록구 양상동 213,37.34516711,126.8517872,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0181,01,99,월피동 435-1,경기도 안산시 상록구 부루지1길 55,경기도 안산시 상록구 월피동 435-1,37.33289046,126.8534505,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
Z1-0008,01,99,양상동 222-7,경기도 안산시 상록구 양상동 222-7,경기도 안산시 상록구 양상동 222-7,37.34324914,126.853217,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0163,01,99,월피동 436-1,경기도 안산시 상록구 부루지1길 39,경기도 안산시 상록구 월피동 436-1,37.33168612,126.8524449,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0224,01,99,월피동 437-1,경기도 안산시 상록구 부루지길 51,경기도 안산시 상록구 월피동 437-1,37.33140788,126.8526618,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0567,01,99,월피동 438-3,경기도 안산시 상록구 부루지길 37,경기도 안산시 상록구 월피동 438-3,37.33026164,126.8523894,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13141,01,99,양상동 309-6,경기도 안산시 상록구 양상동 309-6,경기도 안산시 상록구 양상동 309-6,37.3387248,126.8522442,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17206,01,99,월피동 439-20,경기도 안산시 상록구 부루지3길 14,경기도 안산시 상록구 월피동 439-20,37.329602,126.8520903,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0565,01,99,양상동 334-1,경기도 안산시 상록구 양상동 334-1,경기도 안산시 상록구 양상동 334-1,37.3386701,126.8517365,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-2017,01,99,월피동 440-14,경기도 안산시 상록구 부루지길 11,경기도 안산시 상록구 월피동 440-14,37.32862522,126.8514891,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
Z1-0009,01,99,양상동 산7-9,경기도 안산시 상록구 양상동 산7-9,경기도 안산시 상록구 양상동 산7-9,37.34858438,126.8471796,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17116,01,99,월피동 441-14,경기도 안산시 상록구 부루지1길 4,경기도 안산시 상록구 월피동 441-14,37.32890166,126.850945,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0243,01,99,월피동 235,경기도 안산시 상록구 월피동 235,경기도 안산시 상록구 월피동 235,37.34042121,126.8472078,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-3021,01,99,월피동 441-19,경기도 안산시 상록구 부루지1길 12,경기도 안산시 상록구 월피동 441-19,37.32955995,126.8509957,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16162,01,99,월피동 434-23,경기도 안산시 상록구 부루지1길 72,경기도 안산시 상록구 월피동 434-23,37.33342019,126.8547215,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-18009,01,99,월피동 442-22,경기도 안산시 상록구 충장로 576,경기도 안산시 상록구 월피동 442-22,37.3295479,126.8504428,03,N,N,N,CCTV,2018,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
B3-0305,01,05,경기도 안산시 상록구 일동 667-7,경기도 안산시 상록구 석삼말로 13,경기도 안산시 상록구 일동 667-7,37.3035671,126.8665087,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0299,01,05,경기도 안산시 상록구 일동 601-34,경기도 안산시 상록구 구룡로 3-1,경기도 안산시 상록구 일동 601-34,37.31122753,126.8662639,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0298,01,05,경기도 안산시 상록구 일동 600-7,경기도 안산시 상록구 성호로 82,경기도 안산시 상록구 일동 600-7,37.31259605,126.8642888,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0297,01,05,경기도 안산시 상록구 일동 596-3,경기도 안산시 상록구 호동로 89-10,경기도 안산시 상록구 일동 596-3,37.31406808,126.8664883,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0296,01,05,경기도 안산시 상록구 일동 584-7,경기도 안산시 상록구 도매시장로4길 3,경기도 안산시 상록구 일동 584-7,37.31429087,126.864331,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0295,01,05,경기도 안산시 상록구 일동 575-2,경기도 안산시 상록구 도매시장로 113,경기도 안산시 상록구 일동 575-2,37.31554531,126.8646138,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0294,01,05,경기도 안산시 상록구 일동 568-6,경기도 안산시 상록구 성호로 118,경기도 안산시 상록구 일동 568-6,37.31470644,126.8611562,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0293,01,05,경기도 안산시 상록구 일동 563-12,경기도 안산시 상록구 성호로7길 28,경기도 안산시 상록구 일동 563-12,37.31676855,126.8624479,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0292,01,05,경기도 안산시 상록구 일동 541-13,경기도 안산시 상록구 호동로 43,경기도 안산시 상록구 일동 541-13,37.31728383,126.8627257,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0290,01,05,경기도 안산시 상록구 일동 545-9,경기도 안산시 상록구 성호로8길 26,경기도 안산시 상록구 일동 545-9,37.31890601,126.8609966,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0289,01,05,경기도 안산시 상록구 일동 198-9,경기도 안산시 상록구 청룡사길 31,경기도 안산시 상록구 일동 198-9,37.31133012,126.8770966,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0286,01,05,경기도 안산시 상록구 이동 726,경기도 안산시 상록구 이동 726,경기도 안산시 상록구 이동 726,37.30992733,126.8515459,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0285,01,05,경기도 안산시 상록구 이동 714-3,경기도 안산시 상록구 광덕1로 355,경기도 안산시 상록구 이동 714-3,37.30728541,126.8490884,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0283,01,05,경기도 안산시 상록구 이동 686-5,경기도 안산시 상록구 항가울로 300,경기도 안산시 상록구 이동 686-5,37.30721224,126.8439997,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0282,01,05,경기도 안산시 상록구 이동 676,경기도 안산시 상록구 항가울로 318,경기도 안산시 상록구 이동 676,37.30872843,126.8443364,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0280,01,01,성호공원,경기도 안산시 상록구 수인로 1345,경기도 안산시 상록구 이동 619,37.31045879,126.8641037,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
PV-0603,01,99,이동 698-8,경기도 안산시 상록구 양지편3길 13-1,경기도 안산시 상록구 이동 698-8,37.31101222,126.8498349,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17101,01,99,이동 714-6,경기도 안산시 상록구 광덕1로 345,경기도 안산시 상록구 이동 714-6,37.30710167,126.848458,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-18101,01,99,이동 733,경기도 안산시 상록구 이동 733,경기도 안산시 상록구 이동 733,37.30951008,126.8493809,03,N,N,N,CCTV,2018,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
B3-0244,01,05,경기도 안산시 상록구 수암동 499-2,경기도 안산시 상록구 수암동 499-2,경기도 안산시 상록구 수암동 499-2,37.36291934,126.8773459,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0245,01,05,경기도 안산시 상록구 양상동 229-2,경기도 안산시 상록구 버대길 11,경기도 안산시 상록구 양상동 229-2,37.34394414,126.8523171,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0237,01,05,경기도 안산시 상록구 성포동 산57-3,경기도 안산시 상록구 성포동 산57-3,경기도 안산시 상록구 성포동 산57-3,37.32316813,126.8482926,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0236,01,05,경기도 안산시 상록구 성포동 594-5,경기도 안산시 상록구 충장로 528,경기도 안산시 상록구 성포동 594-5,37.32518488,126.8503787,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0235,01,05,경기도 안산시 상록구 성포동 595,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 595,37.32627348,126.8532927,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0243,01,05,경기도 안산시 상록구 수암동 493-5,경기도 안산시 상록구 원당골2길 2,경기도 안산시 상록구 수암동 493-5,37.36235537,126.8784819,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0234,01,05,경기도 안산시 상록구 성포동 592,경기도 안산시 상록구 성포동 592,경기도 안산시 상록구 성포동 592,37.32367708,126.8433939,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0242,01,05,경기도 안산시 상록구 수암동 산25-2,경기도 안산시 상록구 수암동 산25-2,경기도 안산시 상록구 수암동 산25-2,37.36322148,126.8819623,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0233,01,01,성어공원,경기도 안산시 상록구 고잔로 162,경기도 안산시 상록구 성포동 589,37.31847218,126.8443082,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0240,01,05,경기도 안산시 상록구 수암동 465-2,경기도 안산시 상록구 원당골1길 23-2,경기도 안산시 상록구 수암동 465-2,37.36463757,126.8770967,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0232,01,05,경기도 안산시 상록구 성포동 589-1,경기도 안산시 상록구 성포동 589-1,경기도 안산시 상록구 성포동 589-1,37.31683683,126.8436577,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0239,01,05,경기도 안산시 상록구 수암동 산27-8,경기도 안산시 상록구 수암동 산27-8,경기도 안산시 상록구 수암동 산27-8,37.3663094,126.8794851,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0230,01,05,경기도 안산시 상록구 성포동 582,경기도 안산시 상록구 성포로 6,경기도 안산시 상록구 성포동 582,37.32252929,126.8421903,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
SZ-2014-22,01,99,본오동 961-3,경기도 안산시 상록구 동산고안길 15,경기도 안산시 상록구 본오동 961-3,37.286626,126.8590472,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13095,01,99,본오동 964-1,경기도 안산시 상록구 충장로1길 49,경기도 안산시 상록구 본오동 964-1,37.28610059,126.8585666,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0122,01,99,본오동 966,경기도 안산시 상록구 충장로1길 34-1,경기도 안산시 상록구 본오동 966,37.28501406,126.8593316,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0123,01,99,본오동 966-11,경기도 안산시 상록구 막고지로 23,경기도 안산시 상록구 본오동 966-11,37.28400193,126.8588551,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0124,01,99,본오동 967,경기도 안산시 상록구 충장로1길 14,경기도 안산시 상록구 본오동 967,37.28418583,126.8578609,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0139,01,99,본오동 968,경기도 안산시 상록구 충장로 50,경기도 안산시 상록구 본오동 968,37.28600367,126.8573152,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13100-1,01,99,본오동 971-2,경기도 안산시 상록구 충장로 16-1,경기도 안산시 상록구 본오동 971-2,37.28321122,126.8559965,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0325,01,99,본오동 972-19,경기도 안산시 상록구 고목로 3,경기도 안산시 상록구 본오동 972-19,37.28238254,126.8561051,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-0065,01,99,본오동 976,경기도 안산시 상록구 본오동 976,경기도 안산시 상록구 본오동 976,37.28298561,126.8578469,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0196,01,99,본오동 982-7,경기도 안산시 상록구 고목로3길 8,경기도 안산시 상록구 본오동 982-7,37.2834397,126.8598977,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-18008,01,99,본오동 984-13,경기도 안산시 상록구 고목로3길 28-19,경기도 안산시 상록구 본오동 984-13,37.28521084,126.8607175,03,N,N,N,CCTV,2018,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0307,01,99,본오동 991,경기도 안산시 상록구 본오동 991,경기도 안산시 상록구 본오동 991,37.2823743,126.858987,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-1618,01,99,본오동 산80-1,경기도 안산시 상록구 본오동 산80-1,경기도 안산시 상록구 본오동 산80-1,37.28806176,126.8606338,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17013,01,99,팔곡이동 193-3,경기도 안산시 상록구 팔곡이동 193-3,경기도 안산시 상록구 팔곡이동 193-3,37.29279109,126.8842066,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16219,01,99,팔곡이동 364-1,경기도 안산시 상록구 소학길 18,경기도 안산시 상록구 팔곡이동 364-1,37.29771303,126.8862579,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16220,01,99,팔곡이동 368-24,경기도 안산시 상록구 팔곡두레길 98,경기도 안산시 상록구 팔곡이동 368-24,37.29830704,126.8860838,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-2014-18,01,99,팔곡이동 382-1,경기도 안산시 상록구 팔곡이동 382-1,경기도 안산시 상록구 팔곡이동 382-1,37.29726018,126.8842109,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0181,01,99,월피동 435-1,경기도 안산시 상록구 부루지1길 55,경기도 안산시 상록구 월피동 435-1,37.33289046,126.8534505,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0568,01,99,월피동 442-27,경기도 안산시 상록구 충장로 586,경기도 안산시 상록구 월피동 442-27,37.33024521,126.851035,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-1610,01,99,월피동 446-1,경기도 안산시 상록구 안산천동로 170,경기도 안산시 상록구 월피동 446-1,37.33033105,126.8437198,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0224,01,99,월피동 437-1,경기도 안산시 상록구 부루지길 51,경기도 안산시 상록구 월피동 437-1,37.33140788,126.8526618,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-0026,01,99,월피동 447,경기도 안산시 상록구 월피동 447,경기도 안산시 상록구 월피동 447,37.33138707,126.8472324,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0569,01,99,월피동 448-1,경기도 안산시 상록구 월피로 42,경기도 안산시 상록구 월피동 448-1,37.33244335,126.8508129,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17206,01,99,월피동 439-20,경기도 안산시 상록구 부루지3길 14,경기도 안산시 상록구 월피동 439-20,37.329602,126.8520903,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
GG-0014,01,99,월피동 450-9,경기도 안산시 상록구 부루지4길 3,경기도 안산시 상록구 월피동 450-9,37.33288434,126.852333,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-2017,01,99,월피동 440-14,경기도 안산시 상록구 부루지길 11,경기도 안산시 상록구 월피동 440-14,37.32862522,126.8514891,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-16146,01,99,월피동 451,경기도 안산시 상록구 안산천동로4길 32,경기도 안산시 상록구 월피동 451,37.33357701,126.8520787,03,N,N,N,CCTV,2016,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17116,01,99,월피동 441-14,경기도 안산시 상록구 부루지1길 4,경기도 안산시 상록구 월피동 441-14,37.32890166,126.850945,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0570,01,99,월피동 456-16,경기도 안산시 상록구 안산천동로3길 40,경기도 안산시 상록구 월피동 456-16,37.33438951,126.8490239,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-3021,01,99,월피동 441-19,경기도 안산시 상록구 부루지1길 12,경기도 안산시 상록구 월피동 441-19,37.32955995,126.8509957,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
SZ-2014-12,01,99,부곡동 706-7,경기도 안산시 상록구 부곡동 706-7,경기도 안산시 상록구 부곡동 706-7,37.3284536,126.8598243,03,N,N,N,CCTV,2014,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-1506,01,99,부곡동 690,경기도 안산시 상록구 부곡동 690,경기도 안산시 상록구 부곡동 690,37.32483872,126.8583532,03,N,N,N,CCTV,2015,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
Z7-0013,01,99,부곡동 709-2,경기도 안산시 상록구 부곡동 709-2,경기도 안산시 상록구 부곡동 709-2,37.33239195,126.8605729,03,N,N,N,CCTV,2012,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-0073,01,99,부곡동 690,경기도 안산시 상록구 부곡동 690,경기도 안산시 상록구 부곡동 690,37.32483872,126.8583532,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
B3-0279,01,05,경기도 안산시 상록구 일동 557-12,경기도 안산시 상록구 성호로 136,경기도 안산시 상록구 일동 557-12,37.31556379,126.8596819,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0277,01,05,경기도 안산시 상록구 이동 601,경기도 안산시 상록구 이동1길 2,경기도 안산시 상록구 이동 601,37.30748706,126.8596149,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
B3-0276,01,05,경기도 안산시 상록구 이동 597-4,경기도 안산시 상록구 충장로6길 22-10,경기도 안산시 상록구 이동 597-4,37.3079979,126.859069,03,N,N,N,경보등,2021,2022-11-30,Y,안산시 도시정보센터,031-481-2823,2022-12-08
SZ-13157,01,99,이동 577-10,경기도 안산시 상록구 매화로3길 11,경기도 안산시 상록구 이동 577-10,37.30496418,126.8614644,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13156,01,99,이동 545,경기도 안산시 상록구 석삼말로4길 26,경기도 안산시 상록구 이동 545,37.31033821,126.8634727,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0594,01,99,이동 578,경기도 안산시 상록구 매화로1길 51,경기도 안산시 상록구 이동 578,37.30550924,126.8605796,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13155,01,99,이동 546-4,경기도 안산시 상록구 석삼말로 232,경기도 안산시 상록구 이동 546-4,37.30971125,126.8625414,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
GG-0003,01,99,이동 579,경기도 안산시 상록구 충장로 270-1,경기도 안산시 상록구 이동 579,37.30556251,126.8587624,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-0590,01,99,이동 549-9,경기도 안산시 상록구 석삼말로5길 19-2,경기도 안산시 상록구 이동 549-9,37.30909063,126.864465,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-17103,01,99,이동 581-2,경기도 안산시 상록구 매화로1길 12-6,경기도 안산시 상록구 이동 581-2,37.30557574,126.8595409,03,N,N,N,CCTV,2017,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
GG-0004,01,99,이동 551-10,경기도 안산시 상록구 석삼말로 75-13,경기도 안산시 상록구 이동 551-10,37.30755587,126.8656967,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
CP-0107,01,99,이동 582-2,경기도 안산시 상록구 이동 582-2,경기도 안산시 상록구 이동 582-2,37.30587369,126.8595513,03,N,N,N,CCTV,2010,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
PV-13154,01,99,이동 586-5,경기도 안산시 상록구 매화로1길 27,경기도 안산시 상록구 이동 586-5,37.30657097,126.858562,03,N,N,N,CCTV,2013,2020-12-31,Y,안산시 도시정보센터,031-481-3896,2022-12-08
