안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
[성남시수정구] 진로세탁소,031-748-0340,경기도 성남시 수정구 단대로23번길 32,경기도 성남시 수정구 단대동 124,37.45082495,127.1561288,S
[성남시수정구] 부동산여기로,031-748-0606,경기도 성남시 수정구 논골로 33,경기도 성남시 수정구 단대동 56-1,37.45680352,127.1592378,S
[성남시수정구] 동화이발관,,경기도 성남시 수정구 논골로 19-1,경기도 성남시 수정구 단대동 60-2,37.4559375,127.1600385,S
[성남시수정구] GS25 성남복지회관점,031-747-8279,경기도 성남시 수정구 산성대로475번길 10,경기도 성남시 수정구 단대동 64-7번지,37.45446928,127.1597303,S
[성남시수정구] 베이비포즈스튜디오,031-735-6177,경기도 성남시 수정구 논골로7번길 2,경기도 성남시 수정구 단대동 66-4,37.45488292,127.1603414,S
자광원,031-759-5320,경기도 성남시 수정구 가마절로 40,경기도 성남시 수정구 복정동 116-3,37.45941424,127.1391584,S
[성남시수정구] 행운세탁소,031-753-6421,경기도 성남시 수정구 복정로118번길 5-12,경기도 성남시 수정구 복정동 650-1,37.46449044,127.1277624,S
[성남시수정구] 한국유기농업협회,031-756-4462,경기도 성남시 수정구 복정로118번길 21,경기도 성남시 수정구 복정동 656-6,37.46349771,127.129298,S
[성남시수정구] 독수리태권도,031-721-2276,경기도 성남시 수정구 성남대로1480번길 7,경기도 성남시 수정구 복정동 664-16,37.4620225,127.1270123,S
[성남시수정구] 고광남태권도,031-752-9993,경기도 성남시 수정구 성남대로1480번길 19,경기도 성남시 수정구 복정동 664-8,37.46196709,127.1282895,S
[성남시수정구] 줄리어드음악학원,031-753-4385,경기도 성남시 수정구 성남대로1480번길 28-1,경기도 성남시 수정구 복정동 668-4,37.46163271,127.1292384,S
[성남시수정구] 삼성출판사,031-722-3652,경기도 성남시 수정구 성남대로1480번길 36,경기도 성남시 수정구 복정동 668-8,37.46157781,127.1300182,S
[성남시수정구] 삼형제 쿠키,031-721-4098,경기도 성남시 수정구 성남대로1480번길 16,경기도 성남시 수정구 복정동 671번지,37.46168813,127.1279612,S
[성남시수정구] 동서울약국,031-759-5398,경기도 성남시 수정구 복정로 86,경기도 성남시 수정구 복정동 678-7,37.46051791,127.1269307,S
[성남시수정구] CU편의점(복정점),031-755-3690,경기도 성남시 수정구 복정로32번길 1,경기도 성남시 수정구 복정동 695-1,37.45594025,127.1274883,S
실버릿지그랜드,031-723-5812,경기도 성남시 수정구 사송로80번길 7,경기도 성남시 수정구 사송동 507,37.41471831,127.1102162,S
[성남시수정구] 영일마트(나들가게),031-743-4851,경기도 성남시 수정구 희망로534번길 13-1,경기도 성남시 수정구 산성동 2006,37.45177616,127.1520961,S
[성남시수정구] 예원문구,031-745-5812,경기도 성남시 수정구 수정남로268번길 5,경기도 성남시 수정구 산성동 2090,37.45235426,127.1509332,S
[성남시수정구] 꿈돌이문구,031-742-7825,경기도 성남시 수정구 희망로534번길 6,경기도 성남시 수정구 산성동 2171,37.45101981,127.1517104,S
[성남시수정구] 진주사우나,031-736-2233,경기도 성남시 수정구 희망로 522,경기도 성남시 수정구 산성동 2196,37.45024415,127.1523417,S
[성남시수정구] 새강약국,031-747-4655,경기도 성남시 수정구 수정남로324번길 2,경기도 성남시 수정구 산성동 402,37.45638745,127.1535406,S
[성남시수정구] 바른태권도,031-742-3425,경기도 성남시 수정구 수정남로306번길 21-1,경기도 성남시 수정구 산성동 538,37.4548551,127.1540462,S
[성남시수정구] 대오약국,031-733-3349,경기도 성남시 수정구 수정남로 299,경기도 성남시 수정구 산성동 920,37.45530023,127.1511763,S
[성남시수정구] 모란마트,031-752-4469,경기도 성남시 수정구 성남대로1194번길 15,경기도 성남시 수정구 수진2동 3809,37.43680009,127.1302136,S
[성남시수정구] 대진설비,031-721-7831,경기도 성남시 수정구 성남대로1194번길 11,경기도 성남시 수정구 수진2동 3855,37.4366924,127.1298179,S
[성남시수정구] 유정상회,031-751-3546,경기도 성남시 수정구 성남대로1180번길 23-14,경기도 성남시 수정구 수진2동 4325,37.43622252,127.1310713,S
[성남시수정구] 대일슈퍼,031-751-3136,경기도 성남시 수정구 제일로109번길 8-1,경기도 성남시 수정구 수진2동 4363,37.43622046,127.1329583,S
[성남시수정구] 그린마트,031-757-2909,경기도 성남시 수정구 탄리로 11,경기도 성남시 수정구 수진동 2099,37.43824907,127.1397415,S
[성남시수정구] 월드마트(나들가게),031-721-3687,경기도 성남시 수정구 성남대로1180번길 6,경기도 성남시 수정구 수진동 4523,37.43499901,127.1293518,S
[성남시수정구] 이삭빵집,031-753-0960,경기도 성남시 수정구 성남대로1221번길 14-1,경기도 성남시 수정구 수진동 4542-5번지,37.43875055,127.1261603,S
홀트아동복지회성남아동상담소,031-752-5039,경기도 성남시 수정구 성남대로 1207,경기도 성남시 수정구 수진동 4580,37.43741535,127.1277965,S
[성남시수정구] GS25 성남성수점,031-755-4884,경기도 성남시 수정구 모란로 28,경기도 성남시 수정구 수진동 4611-19,37.43572145,127.1278163,S
인보의집,031-751-1937,경기도 성남시 수정구 탄리로 49,경기도 성남시 수정구 수진동 661,37.44038794,127.1366831,S
[성남시수정구] 신촌슈퍼,031-723-7385,경기도 성남시 수정구 신촌남로 3,경기도 성남시 수정구 신촌동 108-3번지,37.45907749,127.107047,S
[성남시수정구] 아이비클럽 성남점,031-751-6234,경기도 성남시 수정구 시민로 135,경기도 성남시 수정구 신흥1동 4506,37.44013619,127.1439823,S
[성남시수정구] CU성남파라디움점,031-732-4167,경기도 성남시 수정구 공원로 322,경기도 성남시 수정구 신흥동 2465-11,37.44316232,127.1523163,S
[성남시수정구] 태영약국,031-732-5001,경기도 성남시 수정구 공원로 322,경기도 성남시 수정구 신흥동 2465-7,37.44341515,127.1518761,S
[성남시수정구] 신흥선후합기도체육관,031-745-2399,경기도 성남시 수정구 수정로 224-2,경기도 성남시 수정구 신흥동 3417,37.44496485,127.1445677,S
[성남시수정구] 백세약국,031-731-9655,경기도 성남시 수정구 수정로 208,경기도 성남시 수정구 신흥동 3436-13,37.4438588,127.142735,S
[성남시수정구] 코사마트제일점(나들가게),031-735-4993,경기도 성남시 수정구 수정로220번길 20,경기도 성남시 수정구 신흥동 3586,37.44346856,127.145096,S
[성남시수정구] 깊은골편의점,031-754-3709,경기도 성남시 수정구 심곡로50번길 3,경기도 성남시 수정구 심곡동 382-3,37.45091138,127.1000514,S
[성남시수정구] 연주네식당,031-745-9013,경기도 성남시 수정구 수정로578번길 16,경기도 성남시 수정구 양지동 108,37.4625773,127.1670716,S
[성남시수정구] 리틀바하피아노,031-741-2277,경기도 성남시 수정구 논골로36번길 34,경기도 성남시 수정구 양지동 387,37.45916081,127.1617293,S
[성남시수정구] 농장정육점,031-745-9340,경기도 성남시 수정구 산성대로515번길 16,경기도 성남시 수정구 양지동 479,37.45790823,127.1618736,S
[성남시수정구] 찰리악기샵,031-741-0979,경기도 성남시 수정구 산성대로 507,경기도 성남시 수정구 양지동 545,37.45660982,127.1625942,S
[성남시수정구] CU 성남양지점,031-747-4209,경기도 성남시 수정구 산성대로515번길 17,경기도 성남시 수정구 양지동 710번지,37.45785462,127.1615344,S
[성남시수정구] 용인대승리태권도,031-736-4515,경기도 성남시 수정구 산성대로 501,경기도 성남시 수정구 양지동 851,37.45613281,127.1622089,S
[성남시수정구] 글이야기,031-748-9786,경기도 성남시 수정구 산성대로 489,경기도 성남시 수정구 양지동 857,37.45516093,127.161314,S
[성남시수정구] CU 위례한마음점,,,경기도 성남시 수정구 창곡동 500번지 위례LH31단지아파트정문 1층 상가동 105 106호,37.47329668,127.1328755,S
[성남시수정구] GS25 위례호반점,,,경기도 성남시 수정구 창곡동 515번지 위례호반베르디움아파트서문 B상가동 지하1층 101호,37.47266099,127.1523411,S
[성남시수정구] 행복이열리는약국,031-757-5701,경기도 성남시 수정구 수정로 89,경기도 성남시 수정구 태평1동 6452,37.44061136,127.1301861,S
[성남시수정구] 온누리한솔약국,031-757-1665,경기도 성남시 수정구 성남대로 1275-1,경기도 성남시 수정구 태평1동 6795,37.44371461,127.1265979,S
[성남시수정구] 태평약국,031-751-4327,경기도 성남시 수정구 성남대로 1251,경기도 성남시 수정구 태평1동 6827,37.4413896,127.1270122,S
[성남시수정구] 솔지어린이집,031-751-9555,경기도 성남시 수정구 남문로60번길 3-1,경기도 성남시 수정구 태평3동 3786-3,37.44546403,127.1335958,S
[성남시수정구] 유성약국,031-753-9228,경기도 성남시 수정구 남문로 61,경기도 성남시 수정구 태평3동 3859,37.44596862,127.1335741,S
[성남시수정구] 태평그린마트(나들가게),031-755-4777,경기도 성남시 수정구 남문로55번길 1,경기도 성남시 수정구 태평3동 3972,37.44574429,127.1327375,S
[성남시수정구] 태광안경,031-755-9624,경기도 성남시 수정구 남문로 111-1,경기도 성남시 수정구 태평동 2643,37.4475213,127.1389334,S
[성남시수정구] 한양대탑수정태권도,031-753-6651,경기도 성남시 수정구 남문로 105,경기도 성남시 수정구 태평동 2705,37.44735995,127.1382099,S
[성남시수정구] 함약국,031-756-5635,경기도 성남시 수정구 남문로69번길 5-8,경기도 성남시 수정구 태평동 3155,37.44680566,127.1343779,S
[성남시수정구] 태평종로약국,031-755-5518,경기도 성남시 수정구 탄리로 120,경기도 성남시 수정구 태평동 3174,37.44632822,127.134298,S
[성남시수정구] 동성태비태권도,031-753-3256,경기도 성남시 수정구 탄리로 79,경기도 성남시 수정구 태평동 3521,37.44291203,127.1355463,S
[성남시수정구] 고려태권도체육관,031-753-2123,경기도 성남시 수정구 수정북로 31,경기도 성남시 수정구 태평동 3693-25,37.44222116,127.1329348,S
[성남시수정구] 보령온누리약국,031-753-3993,경기도 성남시 수정구 남문로 66,경기도 성남시 수정구 태평동 3798,37.44583286,127.1341276,S
[성남시수정구] 은초롱 피아노,031-721-5581,경기도 성남시 수정구 태평로22번길 11-1,경기도 성남시 수정구 태평동 4392번지,37.44729715,127.1298471,S
[성남시수정구] CU 태평성대점,031-753-1129,경기도 성남시 수정구 남문로43번길 16-1,경기도 성남시 수정구 태평동 4550번지,37.44663801,127.1311569,S
[성남시수정구] CU 태평빌리지점,031-758-0973,경기도 성남시 수정구 성남대로1258번길 7,경기도 성남시 수정구 태평동 6064번지,37.4422714,127.1281323,S
[성남시수정구] 명성태권도,031-722-0287,경기도 성남시 수정구 성남대로1250번길 7,경기도 성남시 수정구 태평동 6151-19,37.44169467,127.1282105,S
[성남시수정구] 태평아이태권도,031-721-6314,경기도 성남시 수정구 모란로 84,경기도 성남시 수정구 태평동 6940,37.44032757,127.125903,S
[성남시수정구] 굿모닝세탁소,031-754-2589,경기도 성남시 수정구 시민로205번길 12-2,경기도 성남시 수정구 태평동 7311-9,37.44588882,127.1403769,S
[성남시수정구] 신동아마트(나들가게),031-757-6340,경기도 성남시 수정구 시민로205번길 5,경기도 성남시 수정구 태평동 7316-20,37.44586121,127.1408741,S
[성남시수정구] 하모니마트(내일점),031-758-4981,경기도 성남시 수정구 수정로217번길 12,경기도 성남시 수정구 태평동 7327-1,37.44552529,127.1430432,S
[성남시수정구] 한국야쿠르트 신흥점,031-742-5410,경기도 성남시 수정구 수정북로 128,경기도 성남시 수정구 태평동 7337-2,37.44516489,127.1430425,S
[성남시수정구] 동부센트레빌     2단지 경비실,031-758-5506,경기도 성남시 수정구 제일로 244,경기도 성남시 수정구 태평동 7344,37.44772142,127.129102,S
공주문구,031-732-6377,경기도 성남시 중원구 황송로13번길 3,경기도 성남시 중원구 금광동 2347,37.44602316,127.1690696,S
풍년문구,031-747-1210,경기도 성남시 중원구 금빛로42번길 11,경기도 성남시 중원구 금광동 2351,37.44596952,127.1687643,S
크린토피아 신구대점,031-744-0365,경기도 성남시 중원구 금빛로42번길 1,경기도 성남시 중원구 금광동 2357-1번지,37.44582653,127.1679278,S
CU금광점,031-746-5590,경기도 성남시 중원구 황송로 4,경기도 성남시 중원구 금광동 2450-2번지,37.44510476,127.1686268,S
까치분식,031-736-1927,경기도 성남시 중원구 금빛로93번길 24,경기도 성남시 중원구 금광동 3345,37.44952671,127.1635171,S
양지야쿠르트,031-748-3801,경기도 성남시 중원구 산성대로408번길 35-1,경기도 성남시 중원구 금광동 3461,37.4477986,127.1621799,S
포청천중국집,031-742-6605,경기도 성남시 중원구 산성대로408번길 46,경기도 성남시 중원구 금광동 3488,37.44785997,127.1634345,S
현대컴퓨터세탁,031-748-1229,경기도 성남시 중원구 광명로335번길 7,경기도 성남시 중원구 금광동 3668,37.44610398,127.1627301,S
수학개인과외,031-758-4691,경기도 성남시 중원구 자혜로16번길 25-9,경기도 성남시 중원구 금광동 3920번지,37.44805252,127.16096,S
진주중화요리,031-734-6409,경기도 성남시 중원구 산성대로448번길 10,경기도 성남시 중원구 금광동 4017,37.45116098,127.1609552,S
메티컬성심약국,031-732-6335,경기도 성남시 중원구 산성대로476번길 8,경기도 성남시 중원구 금광동 4847,37.45352062,127.1616835,S
10억분식,031-745-1156,경기도 성남시 중원구 금상로 95,경기도 성남시 중원구 금광동 681,37.44246896,127.1656491,S
성산문구,031-747-4007,경기도 성남시 중원구 금상로57번길 21,경기도 성남시 중원구 금광동 94,37.44174556,127.1609241,S
황송공원관리사무소,,,경기도 성남시 중원구 금광동 산 9번지,,,F
도촌우체국,031-752-2050,경기도 성남시 중원구 도촌북로 30,경기도 성남시 중원구 도촌동 636,37.41680671,127.1533145,S
차세대마트,031-731-8656,경기도 성남시 중원구 박석로41번길 10,경기도 성남시 중원구 상대원동 1336-1,37.43657752,127.1648454,S
소망세탁,031-731-3184,경기도 성남시 중원구 박석로41번길 9-1,경기도 성남시 중원구 상대원동 1350,37.43641534,127.164845,S
고은에스테틱,031-736-0908,경기도 성남시 중원구 박석로33번길 14,경기도 성남시 중원구 상대원동 1358-1,37.43593812,127.164618,S
예꿈작은도서관,070-4102-0675,경기도 성남시 중원구 둔촌대로413번길 42-1,경기도 성남시 중원구 상대원동 1487-3,37.43694045,127.1629818,S
시대약국,031-734-1426,경기도 성남시 중원구 순환로 188,경기도 성남시 중원구 상대원동 179,37.44029574,127.179464,S
낙원세탁소,031-745-7010,경기도 성남시 중원구 박석로25번길 43,경기도 성남시 중원구 상대원동 1922,37.43486161,127.1611469,S
르미피아노,,경기도 성남시 중원구 박석로85번길 28,경기도 성남시 중원구 상대원동 2492번지,37.43849964,127.1626461,S
치킨파티,031-732-9285,경기도 성남시 중원구 박석로93번길 31-2,경기도 성남시 중원구 상대원동 2494,37.43871666,127.1620703,S
상대원우체국,031-741-2005,경기도 성남시 중원구 희망로383번길 15-8,경기도 성남시 중원구 상대원동 3044,37.43949728,127.1577329,S
환슈퍼,031-734-8423,경기도 성남시 중원구 희망로359번길 8,경기도 성남시 중원구 상대원동 3414,37.43791192,127.1574245,S
희망유통,031-735-2809,경기도 성남시 중원구 희망로367번길 21,경기도 성남시 중원구 상대원동 3531,37.4384455,127.1559002,S
제일유통,031-733-0361,경기도 성남시 중원구 희망로353번길 38,경기도 성남시 중원구 상대원동 4024,37.43735774,127.1539884,S
행복한공판장,031-732-5812,경기도 성남시 중원구 희망로343번길 15,경기도 성남시 중원구 상대원동 4499,37.43624647,127.1563477,S
대원어린이집,031-733-3534,경기도 성남시 중원구 희망로335번길 40,경기도 성남시 중원구 상대원동 4672,37.43627647,127.1540427,S
충청슈퍼,031-742-0964,경기도 성남시 중원구 희망로327번길 26-2,경기도 성남시 중원구 상대원동 4938,37.43502244,127.155317,S
경복하이퍼마켓,031-734-5302,경기도 성남시 중원구 희망로335번길 25,경기도 성남시 중원구 상대원동 4947,37.43558124,127.1551825,S
현대슈퍼,031-735-7919,경기도 성남시 중원구 희망로317번길 9-1,경기도 성남시 중원구 상대원동 5293번지,37.43416338,127.1577106,S
한우리주단기보호센터,031-733-9944,경기도 성남시 중원구 순환로 222,경기도 성남시 중원구 상대원동 64,37.44349418,127.1795393,S
유가네김밥,031-734-5573,경기도 성남시 중원구 금상로 96,경기도 성남시 중원구 상대원동 748-3번지,37.44216239,127.1658179,S
원토스트,031-733-4621,경기도 성남시 중원구 금상로96번길 40,경기도 성남시 중원구 상대원동 892,37.43919552,127.1676759,S
생크톡수학학원,,경기도 성남시 중원구 박석로62번길 4,경기도 성남시 중원구 상대원동 940번지,37.43838642,127.1663747,S
중원슈퍼,,경기도 성남시 중원구 박석로52번길 9,경기도 성남시 중원구 상대원동 960번지,37.43774621,127.1667349,S
모란야쿠르트,031-722-4020,경기도 성남시 중원구 원터로105번길 33,경기도 성남시 중원구 성남동 2372,37.43419488,127.1394629,S
민들레도서관,,경기도 성남시 중원구 광명로110번길 12-2,경기도 성남시 중원구 성남동 2480번지,37.43516576,127.1413516,S
수진하나약국,031-753-0510,경기도 성남시 중원구 광명로 114,경기도 성남시 중원구 성남동 2508번지,37.43594073,127.1412627,S
해냄어린이집,031-733-0542,경기도 성남시 중원구 원터로75번길 10,경기도 성남시 중원구 성남동 2984,37.43339017,127.1418794,S
현대아파트 경비실,031-758-9834,경기도 성남시 중원구 둔촌대로 193,경기도 성남시 중원구 성남동 3120,37.42908462,127.1408207,S
천우부동산,031-751-4141,경기도 성남시 중원구 둔촌대로 193,경기도 성남시 중원구 성남동 3121,37.42955431,127.1398161,S
세븐일레븐,031-757-7783,경기도 성남시 중원구 둔촌대로171번길 6,경기도 성남시 중원구 성남동 3126,37.43055604,127.1384056,S
세븐일레븐,031-759-8868,경기도 성남시 중원구 광명로16번길 6,경기도 성남시 중원구 성남동 3240,37.4327178,127.1309072,S
수진야쿠르트,031-751-9704,,경기도 성남시 중원구 성남동 3374 3374-1,37.43216573,127.1331546,S
세븐일레븐,031-754-3310,,경기도 성남시 중원구 성남동 3503,37.43082695,127.1297402,S
세븐일레븐 성남본점,,경기도 성남시 중원구 둔촌대로101번길 6,경기도 성남시 중원구 성남동 4121번지,37.43024963,127.1303719,S
뜌레쥬르 여수동점,,경기도 성남시 중원구 여수울로15번길 4-6,경기도 성남시 중원구 여수동 405,37.418887,127.1312677,S
공영주차장,031-736-5293,경기도 성남시 중원구 은행로 72,경기도 성남시 중원구 은행동 1932,37.45357645,127.1669841,S
한국유통,031-731-4285,경기도 성남시 중원구 자혜로 85,경기도 성남시 중원구 은행동 2223,37.45158248,127.1689575,S
생문약국,031-747-4019,경기도 성남시 중원구 자혜로 81,경기도 성남시 중원구 은행동 2390,37.45146613,127.1684035,S
종합문구,031-732-2338,경기도 성남시 중원구 은행로 4,경기도 성남시 중원구 은행동 422-1,37.4547182,127.1622398,S
전주식당,031-744-2830,경기도 성남시 중원구 산성대로476번길 3,경기도 성남시 중원구 은행동 423-20,37.45388124,127.1615147,S
관리사무소,031-747-4326,경기도 성남시 중원구 산성대로552번길 15,경기도 성남시 중원구 은행동 550,37.45899681,127.1695956,S
세븐일레븐,031-731-6209,경기도 성남시 중원구 산성대로 584,경기도 성남시 중원구 은행동 613,37.46152144,127.16829,S
코사마트,,경기도 성남시 중원구 순환로453번길 14,경기도 성남시 중원구 은행동 646-2,37.46163551,127.1704605,S
공원사랑교회,031-732-4008,,경기도 성남시 중원구 은행동 산62-1,,,F
아트프라자문구,031-755-9582,경기도 성남시 중원구 원터로 24,경기도 성남시 중원구 하대원동 126-4,37.42944044,127.1446854,S
미성슈퍼(GS25),031-722-1014,경기도 성남시 중원구 원터로 18,경기도 성남시 중원구 하대원동 127,37.42880071,127.1447067,S
벧엘약국,031-751-4061,경기도 성남시 중원구 둔촌대로275번길 4-10,경기도 성남시 중원구 하대원동 131-8,37.42980489,127.1487647,S
화인플라워,031-752-3388,경기도 성남시 중원구 둔촌대로 303,경기도 성남시 중원구 하대원동 136-4,37.43030585,127.151658,S
대하문구,031-752-8265,경기도 성남시 중원구 둔촌대로309번길 10,경기도 성남시 중원구 하대원동 138,37.43097193,127.1521791,S
천사의집,031-752-9970,경기도 성남시 중원구 시민로6번길 20,경기도 성남시 중원구 하대원동 139-2,37.4309165,127.1532636,S
GS성남영성점,031-757-7011,경기도 성남시 중원구 둔촌대로 250,경기도 성남시 중원구 하대원동 145,37.42814146,127.1459596,S
머리해머리,031-751-5567,,경기도 성남시 중원구 하대원동 155-2,37.42808309,127.1494844,S
현대아파트 경비실,031-754-2320,경기도 성남시 중원구 시민로28번길 6,경기도 성남시 중원구 하대원동 190,37.43266663,127.1515384,S
(수원서부) 희다미용실,031-295-8533,경기도 수원시 권선구 고산로6번길 40,경기도 수원시 권선구 고색동 290-79,37.2476536,126.9846793,S
(수원서부) 거산세탁,031-297-6407,경기도 수원시 권선구 고현로5번길 25,경기도 수원시 권선구 고색동 306-1,37.247825,126.9860318,S
(수원서부) 크로바유통,031-293-3666,경기도 수원시 권선구 고색로14번길 39,경기도 수원시 권선구 고색동 373-20,37.24710305,126.9794272,S
(수원서부) 고색문구,031-292-1819,,경기도 수원시 권선구 고색동 387-8,37.25007638,126.9790318,S
(수원서부) 일공공일안경,031-296-5265,경기도 수원시 권선구 매송고색로 671,경기도 수원시 권선구 고색동 389-5,37.25018427,126.9779272,S
(수원서부) 신명약국,031-296-2252,경기도 수원시 권선구 매송고색로 718-3,경기도 수원시 권선구 고색동 49-14,37.25106824,126.9829765,S
(수원서부) 가나다약국,031-297-1717,경기도 수원시 권선구 매송고색로 714,경기도 수원시 권선구 고색동 49-8,37.25096004,126.982537,S
(수원서부) 다농할인마트,031-295-9464,경기도 수원시 권선구 고산로27번길 15,경기도 수원시 권선구 고색동 73-6,37.24862607,126.9808695,S
(수원서부) 뉴제로마트,031-297-8227,경기도 수원시 권선구 고산로 22,경기도 수원시 권선구 고색동 74-4,37.24837401,126.9821206,S
(수원서부) 프랜드,031-295-7977,경기도 수원시 권선구 매송고색로711번길 26,경기도 수원시 권선구 고색동 890-61,37.25232041,126.9814771,S
(수원시)세븐일레븐(곡반중앙점),031-236-2206,경기도 수원시 권선구 동수원로146번길 101,경기도 수원시 권선구 곡반정동 506-1,37.24571369,127.0340342,S
(수원시)CU편의점(수원곡반정점),031-238-3004,경기도 수원시 권선구 경수대로54번길 99-6,경기도 수원시 권선구 곡반정동 584-6,37.23524545,127.0263894,S
(수원서부) 삼성전자 프라자,031-294-8300,경기도 수원시 권선구 서부로 1890,경기도 수원시 권선구 구운동 282-1,37.27706885,126.9692588,S
(수원서부) 강남부동산,031-295-0054,경기도 수원시 권선구 수성로 18,경기도 수원시 권선구 구운동 463,37.28143157,126.976124,S
(수원서부) 아이비스 문구점,031-292-3456,경기도 수원시 권선구 여기산로 19,경기도 수원시 권선구 구운동 466,37.27912528,126.9776696,S
(수원서부) 양지보석,031-296-5880,경기도 수원시 권선구 구운중로4번길 2,경기도 수원시 권선구 구운동 529,37.27529497,126.9735893,S
(수원서부) 일월문구,031-292-4819,경기도 수원시 권선구 일월천로16번길 39,경기도 수원시 권선구 구운동 890,37.28467501,126.9750403,S
(수원서부) 구운동 신협,031-293-8601,경기도 수원시 권선구 일월천로16번길 6,경기도 수원시 권선구 구운동 907-3번지,37.28328701,126.9733155,S
수원권선지역아동센터,031-239-2821,,경기도 수원시 권선구 권선동,,,F
(수원시)세림유치원,031-237-7688,경기도 수원시 권선구 권선로694번길 25,경기도 수원시 권선구 권선동 1036번지 권선SKVIEW 세림유치원,37.25729339,127.0279518,S
(수원시)샘물아동지역센터,031-236-8791,경기도 수원시 권선구 세권로207번길 10-24,경기도 수원시 권선구 권선동 1043-7,37.25487853,127.0283906,S
(수원시)슈퍼맨마트,031-222-0755,경기도 수원시 권선구 권광로91번길 55,경기도 수원시 권선구 권선동 1046-1번지 1층,37.25670801,127.0265313,S
(수원시)두리문구,031-222-5914,경기도 수원시 권선구 세권로195번길 28-24,경기도 수원시 권선구 권선동 1047-18,37.25607715,127.02723,S
(수원시)올림픽태권도,031-221-0614,경기도 수원시 권선구 동수원로285번길 10,경기도 수원시 권선구 권선동 1170-6 102호,37.25532734,127.0353682,S
(수원시)수정문구,031-225-1478,경기도 수원시 권선구 동수원로285번길 6,경기도 수원시 권선구 권선동 1172-6,37.25523716,127.0356387,S
(수원시)신명부동산,031-223-4949,,경기도 수원시 권선구 권선동 1185 신명(아) 상가,,,F
(수원시)한울부동산,031-231-8924,,경기도 수원시 권선구 권선동 1188 한양(아) 상가,,,F
(수원시)보성하이퍼,031-239-8589,,경기도 수원시 권선구 권선동 1265 유원보성(아) 상가,,,F
(수원시)소망부동산,031-232-0900,,경기도 수원시 권선구 권선동 1265 유원보성(아) 상가,,,F
(수원시)한샘공인중개사,031-221-0300,,경기도 수원시 권선구 권선동 1267 한성벽산(아) 상가,,,F
(수원시)그린헤어라인,031-225-1642,경기도 수원시 권선구 권중로 158,경기도 수원시 권선구 권선동 1270,37.25059756,127.0329767,S
(수원시)대신슈퍼,031-223-4986,,경기도 수원시 권선구 권선동 1274 신동아대원(아) 상가,,,F
(수원시)온누리부동산,031-235-1300,,경기도 수원시 권선구 권선동 1274 신동아대원(아) 상가,,,F
(수원시)미스터케이,031-234-1393,경기도 수원시 권선구 세권로315번길 1,경기도 수원시 권선구 권선동 1283-13,37.25184853,127.0382523,S
(수원시)GS25(수원은혜점),031-232-0025,경기도 수원시 권선구 세권로 304,경기도 수원시 권선구 권선동 1286-2,37.25204711,127.0370576,S
(수원시)미인헤어샵,031-225-4563,,경기도 수원시 권선구 권선동 1320 우남2차(아) 상가,,,F
cu수원찬스돔점,031-222-6351,,경기도 수원시 권선구 권선동 1층,,,F
cu수원 경수대로점,031-223-2316,경기도 수원시 권선구 경수대로395번길 20,경기도 수원시 권선구 권선동 944-8번지,37.26201569,127.0231961,S
(수원시)코리아마트,031-233-3358,경기도 수원시 권선구 세지로112번길 15-28,경기도 수원시 권선구 권선동 953,37.26240353,127.02075,S
(수원시)샬롬문구,031-217-6593,경기도 수원시 권선구 세지로126번길 28,경기도 수원시 권선구 권선동 954-18,37.26229531,127.02137,S
(수원시)또와분식,,경기도 수원시 권선구 권선로639번길 32,경기도 수원시 권선구 권선동 956,37.26206995,127.0220576,S
(수원시)미니스톱(권선중앙점),070-7107-6568,경기도 수원시 권선구 장다리로 109,경기도 수원시 권선구 권선동 972-10,37.25982644,127.0216963,S
(수원서부) CU 편의점 호매실휴먼시아점,031-294-9800,,경기도 수원시 권선구 금곡동 1095번지 수원호매실휴먼시아8단지아파트,37.27273546,126.9469255,S
(수원서부) 수원농협 칠보지점,031-292-2691,경기도 수원시 권선구 금호로 69,경기도 수원시 권선구 금곡동 240-1번지,37.27043371,126.9584271,S
(수원서부) 금곡동 우편취급국,031-293-2009,경기도 수원시 권선구 금호로 59-15,경기도 수원시 권선구 금곡동 243-3번지,37.27007295,126.9575141,S
(수원서부) 끌레오미용실,031-227-4649,경기도 수원시 권선구 서수원로 603,경기도 수원시 권선구 금곡동 47-6,37.27856849,126.9545886,S
(수원서부) 세븐일레븐 칠보점,031-296-5460,경기도 수원시 권선구 금곡로73번길 176,경기도 수원시 권선구 금곡동 513번지,37.27384579,126.9337669,S
(수원서부) 럭키슈퍼,031-295-5004,경기도 수원시 권선구 금곡로73번길 71,경기도 수원시 권선구 금곡동 520,37.27515221,126.933653,S
(수원서부) GS25 금곡자이점,031-292-9258,,경기도 수원시 권선구 금곡동 520번지 금곡엘지아파트,37.27515221,126.933653,S
(수원서부) 강남부동산,031-296-4100,,경기도 수원시 권선구 금곡동 66번지 강남아파트,37.27859464,126.9524801,S
(수원서부) 삼익할인마트,031-295-4315,경기도 수원시 권선구 서수원로 589,경기도 수원시 권선구 금곡동 79번지 금곡동삼익3차아파트 301동 상가,37.27681159,126.9548604,S
(수원서부) 삼정야채,031-249-3028,경기도 수원시 권선구 당진로14번길 37,경기도 수원시 권선구 당수동 218-1,37.29042956,126.942706,S
